time_s,gw,A->B,A->C,A->D,B->A,B->C,B->D,C->A,C->B,C->D,D->A,D->B,D->C
66.2,C,-57,-66,-57,-59,-68,-65,-66,-69,-59,-58,-68,-60
66.3,C,-55,-61,-59,-60,-68,-65,-63,-66,-60,-55,-66,-57
66.4,C,-57,-61,-59,-56,-70,-68,-64,-69,-59,-53,-69,-59
66.5,C,-60,-61,-59,-55,-67,-65,-64,-67,-58,-56,-63,-60
66.6,C,-56,-61,-59,-58,-66,-68,-67,-66,-59,-58,-69,-58
66.7,C,-55,-65,-53,-61,-68,-64,-67,-67,-54,-57,-69,-56
66.8,C,-60,-62,-58,-60,-68,-66,-65,-70,-55,-55,-66,-59
66.9,C,-61,-64,-59,-55,-65,-64,-62,-69,-54,-54,-63,-60
67.0,C,-57,-67,-57,-61,-70,-65,-62,-65,-55,-58,-65,-57
67.1,C,-60,-62,-58,-58,-68,-64,-64,-70,-59,-56,-69,-55
67.2,C,-56,-64,-59,-60,-67,-69,-63,-65,-58,-57,-67,-59
67.3,C,-56,-62,-57,-60,-70,-66,-64,-65,-54,-56,-69,-59
67.4,C,-61,-67,-55,-60,-68,-64,-67,-67,-56,-54,-66,-58
67.5,C,-61,-62,-56,-57,-64,-66,-65,-70,-56,-53,-66,-59
67.6,C,-61,-64,-56,-60,-65,-64,-67,-65,-59,-55,-64,-60
67.7,C,-61,-61,-57,-60,-70,-68,-63,-65,-58,-57,-68,-55
67.8,C,-58,-62,-53,-59,-69,-66,-64,-69,-60,-58,-69,-56
67.9,C,-55,-66,-54,-60,-65,-63,-65,-65,-60,-59,-63,-57
68.0,C,-56,-66,-59,-60,-70,-63,-65,-70,-54,-57,-65,-58
68.1,C,-55,-63,-56,-56,-64,-63,-63,-66,-59,-57,-65,-59
68.2,C,-56,-65,-58,-59,-68,-65,-63,-66,-59,-55,-67,-55
68.3,C,-60,-63,-59,-58,-67,-64,-63,-69,-60,-55,-67,-58
68.4,C,-55,-62,-54,-58,-64,-67,-63,-67,-59,-54,-63,-56
68.5,C,-58,-63,-57,-59,-67,-63,-62,-70,-54,-57,-66,-58
68.6,C,-56,-64,-53,-59,-65,-67,-64,-68,-60,-53,-67,-55
68.7,C,-60,-61,-58,-55,-67,-64,-62,-65,-58,-54,-67,-55
68.8,C,-59,-63,-59,-59,-68,-66,-67,-67,-56,-55,-64,-54
68.9,C,-55,-61,-58,-59,-68,-66,-67,-65,-54,-54,-64,-59
69.0,C,-61,-65,-58,-59,-67,-69,-62,-69,-58,-53,-66,-54
69.1,C,-59,-64,-58,-59,-69,-64,-66,-65,-59,-57,-67,-60
69.2,C,-59,-67,-53,-60,-70,-66,-64,-69,-59,-53,-63,-58
69.3,C,-61,-67,-57,-58,-66,-66,-63,-68,-60,-56,-66,-59
69.4,C,-55,-67,-54,-59,-70,-63,-65,-68,-59,-54,-69,-56
69.5,C,-60,-67,-55,-56,-66,-65,-66,-68,-60,-58,-64,-54
69.6,C,-60,-64,-55,-55,-66,-67,-67,-70,-56,-57,-65,-55
69.7,C,-61,-63,-56,-61,-69,-68,-64,-68,-57,-57,-69,-59
69.8,C,-59,-64,-58,-56,-64,-66,-66,-68,-56,-58,-66,-55
69.9,C,-57,-61,-55,-55,-68,-67,-64,-64,-55,-56,-66,-60
73.1,C,-57,-65,-54,-60,-70,-65,-63,-67,-60,-57,-67,-54
73.2,C,-60,-66,-56,-59,-64,-67,-63,-66,-56,-55,-67,-58
73.3,C,-57,-62,-57,-55,-70,-67,-62,-66,-55,-57,-68,-58
73.4,C,-59,-66,-56,-61,-68,-68,-64,-70,-59,-54,-68,-55
73.5,C,-58,-65,-56,-59,-69,-68,-61,-65,-57,-58,-63,-58
73.6,C,-61,-64,-58,-59,-65,-66,-62,-70,-57,-55,-66,-54
73.7,C,-57,-66,-59,-56,-69,-64,-66,-68,-54,-54,-65,-59
73.8,C,-55,-66,-54,-57,-64,-67,-65,-66,-56,-58,-64,-57
73.9,C,-61,-66,-57,-59,-68,-64,-66,-66,-56,-53,-63,-56
74.0,C,-56,-64,-54,-55,-68,-65,-66,-64,-54,-57,-66,-57
74.1,C,-60,-61,-59,-56,-70,-69,-63,-66,-60,-55,-64,-56
74.2,C,-59,-61,-53,-61,-69,-63,-63,-70,-60,-55,-68,-57
74.3,C,-55,-61,-54,-58,-66,-68,-61,-69,-59,-57,-64,-58
74.4,C,-61,-66,-57,-59,-70,-69,-67,-66,-55,-59,-69,-59
74.5,C,-56,-65,-57,-56,-70,-63,-66,-67,-56,-53,-67,-56
74.6,C,-55,-67,-54,-59,-69,-67,-67,-65,-56,-56,-65,-56
74.7,C,-58,-62,-55,-58,-67,-63,-61,-67,-54,-58,-68,-58
74.8,C,-56,-61,-55,-60,-69,-64,-65,-67,-60,-58,-69,-59
74.9,C,-55,-65,-56,-57,-68,-65,-64,-70,-56,-53,-63,-55
75.0,C,-58,-66,-58,-59,-67,-64,-62,-67,-59,-55,-63,-59
75.1,C,-60,-64,-55,-60,-64,-68,-62,-65,-59,-57,-65,-54
75.2,C,-59,-65,-57,-56,-70,-66,-65,-67,-56,-55,-63,-59
75.3,C,-58,-61,-59,-55,-64,-67,-65,-64,-54,-58,-65,-56
75.4,C,-57,-62,-58,-56,-64,-68,-65,-65,-54,-59,-63,-55
75.5,C,-55,-64,-56,-55,-65,-64,-64,-69,-54,-59,-68,-57
75.6,C,-57,-66,-57,-60,-65,-63,-64,-67,-58,-58,-69,-59
75.7,C,-55,-66,-58,-58,-66,-65,-66,-67,-55,-55,-66,-54
75.8,C,-61,-61,-58,-58,-70,-63,-62,-66,-60,-55,-66,-59
75.9,C,-56,-62,-55,-60,-66,-68,-62,-68,-58,-59,-66,-54
76.0,C,-56,-66,-54,-59,-69,-67,-63,-64,-55,-53,-69,-60
76.1,C,-55,-67,-58,-60,-69,-69,-65,-68,-54,-59,-67,-57
76.2,C,-59,-67,-57,-58,-69,-67,-66,-64,-55,-56,-69,-54
76.3,C,-55,-67,-59,-59,-65,-69,-64,-65,-57,-53,-69,-59
76.4,C,-59,-67,-57,-55,-67,-66,-62,-66,-57,-58,-67,-57
76.5,C,-57,-61,-55,-56,-67,-64,-64,-66,-54,-55,-63,-54
76.6,C,-59,-66,-53,-58,-64,-66,-66,-65,-60,-55,-68,-57
76.7,C,-60,-63,-55,-55,-70,-69,-62,-68,-57,-59,-69,-58
76.8,C,-58,-62,-58,-55,-69,-66,-61,-69,-54,-57,-66,-55
76.9,C,-56,-66,-58,-56,-67,-64,-67,-65,-58,-59,-66,-57
77.0,C,-57,-63,-58,-59,-70,-68,-67,-65,-60,-57,-69,-54
77.1,C,-59,-61,-55,-56,-64,-68,-67,-70,-55,-54,-69,-58
77.2,C,-55,-62,-57,-56,-69,-65,-64,-65,-56,-54,-66,-60
77.3,C,-57,-64,-57,-58,-67,-66,-67,-67,-59,-56,-68,-58
77.4,C,-56,-62,-53,-58,-67,-65,-61,-66,-58,-53,-69,-56
77.5,C,-56,-64,-57,-55,-69,-68,-64,-67,-54,-55,-67,-58
77.6,C,-57,-63,-58,-58,-69,-67,-61,-69,-60,-55,-69,-57
77.7,C,-61,-63,-56,-56,-64,-67,-63,-67,-55,-53,-69,-60
77.8,C,-58,-65,-55,-56,-64,-69,-61,-67,-58,-58,-63,-57
77.9,C,-61,-67,-58,-57,-69,-64,-67,-64,-60,-55,-68,-56
78.0,C,-61,-66,-57,-55,-67,-66,-65,-66,-59,-57,-63,-60
78.1,C,-56,-67,-55,-56,-67,-67,-63,-70,-54,-59,-69,-57
78.2,C,-57,-62,-58,-57,-64,-64,-61,-68,-55,-56,-67,-59
78.3,C,-58,-67,-57,-58,-66,-67,-65,-66,-58,-54,-64,-56
78.4,C,-61,-61,-55,-58,-68,-68,-65,-70,-58,-55,-63,-56
78.5,C,-56,-65,-57,-60,-67,-65,-65,-66,-56,-58,-66,-57
78.6,C,-55,-61,-55,-55,-69,-68,-63,-65,-59,-53,-63,-56
78.7,C,-61,-65,-53,-56,-69,-67,-65,-65,-56,-58,-66,-57
78.8,C,-56,-62,-59,-59,-65,-63,-67,-69,-57,-54,-64,-56
78.9,C,-61,-66,-56,-58,-65,-66,-66,-68,-55,-54,-65,-55
79.0,C,-59,-64,-54,-57,-67,-65,-64,-69,-57,-58,-65,-54
79.1,C,-57,-64,-59,-55,-70,-68,-62,-65,-60,-54,-65,-59
79.2,C,-55,-65,-53,-58,-67,-67,-65,-66,-58,-53,-63,-59
79.3,C,-56,-66,-58,-61,-69,-65,-63,-69,-57,-57,-63,-60
79.4,C,-60,-66,-54,-57,-69,-63,-61,-68,-54,-57,-67,-60
79.5,C,-60,-64,-59,-58,-69,-66,-64,-70,-57,-53,-64,-57
79.6,C,-61,-66,-56,-59,-69,-69,-63,-70,-57,-54,-66,-56
79.7,C,-61,-66,-56,-59,-69,-69,-65,-66,-60,-53,-69,-54
79.8,C,-61,-62,-54,-57,-64,-64,-64,-66,-59,-53,-66,-59
79.9,C,-58,-65,-57,-58,-69,-68,-67,-65,-56,-53,-63,-55
80.0,C,-59,-63,-56,-60,-64,-67,-63,-65,-58,-59,-65,-58
80.1,C,-61,-67,-57,-59,-65,-64,-62,-68,-55,-57,-66,-54
80.2,C,-58,-64,-56,-58,-64,-65,-65,-70,-55,-55,-68,-54
80.3,C,-60,-62,-54,-56,-65,-68,-66,-69,-59,-56,-64,-58
80.4,C,-59,-62,-56,-58,-64,-69,-62,-64,-59,-53,-69,-59
80.5,C,-61,-67,-56,-61,-70,-66,-62,-67,-56,-59,-66,-59
80.6,C,-55,-67,-55,-58,-69,-67,-65,-65,-57,-56,-66,-60
80.7,C,-57,-67,-57,-61,-66,-63,-64,-69,-59,-57,-69,-60
80.8,C,-55,-67,-53,-58,-64,-63,-64,-65,-57,-57,-63,-60
80.9,C,-58,-63,-57,-61,-67,-64,-65,-67,-56,-59,-66,-56
81.0,C,-58,-67,-56,-61,-67,-64,-67,-67,-55,-56,-63,-56
81.1,C,-61,-67,-54,-57,-67,-63,-61,-64,-54,-57,-69,-56
81.2,C,-56,-63,-57,-56,-70,-63,-64,-69,-58,-55,-66,-57
81.3,C,-59,-62,-53,-57,-66,-69,-65,-68,-56,-58,-63,-56
81.4,C,-57,-61,-54,-61,-67,-66,-63,-65,-55,-55,-68,-56
81.5,C,-59,-62,-55,-61,-65,-67,-62,-70,-59,-57,-64,-55
81.6,C,-55,-61,-58,-61,-65,-68,-61,-68,-59,-54,-66,-54
81.7,C,-56,-62,-54,-57,-66,-63,-65,-66,-56,-58,-63,-54
81.8,C,-60,-64,-55,-58,-68,-68,-61,-67,-59,-53,-65,-54
81.9,C,-59,-67,-55,-59,-64,-66,-67,-70,-59,-53,-63,-60
82.0,C,-55,-63,-54,-56,-70,-67,-65,-70,-59,-56,-68,-58
82.1,C,-56,-67,-55,-61,-64,-63,-64,-66,-54,-58,-66,-54
82.2,C,-60,-66,-53,-59,-69,-69,-67,-64,-54,-57,-69,-54
82.3,C,-55,-64,-54,-57,-64,-63,-65,-64,-59,-58,-67,-55
82.4,C,-56,-66,-53,-56,-66,-66,-65,-64,-58,-55,-65,-59
82.5,C,-57,-61,-57,-60,-69,-64,-62,-70,-55,-53,-69,-59
82.6,C,-55,-67,-57,-59,-70,-64,-65,-64,-55,-56,-63,-54
82.7,C,-60,-64,-59,-61,-68,-66,-66,-69,-59,-59,-63,-60
82.8,C,-56,-64,-59,-60,-69,-66,-62,-70,-54,-56,-64,-57
82.9,C,-61,-64,-57,-60,-69,-65,-61,-67,-55,-57,-63,-57
83.0,C,-59,-62,-53,-60,-67,-69,-65,-67,-58,-57,-64,-60
83.1,C,-58,-65,-56,-59,-69,-63,-62,-64,-57,-57,-66,-56
83.2,C,-61,-64,-59,-57,-67,-63,-64,-68,-57,-57,-66,-60
83.3,C,-57,-62,-53,-56,-69,-65,-64,-69,-60,-56,-66,-54
83.4,C,-58,-62,-59,-57,-65,-64,-62,-70,-57,-54,-68,-58
83.5,C,-57,-66,-57,-59,-67,-63,-64,-68,-54,-53,-65,-57
83.6,C,-57,-66,-58,-59,-65,-65,-61,-70,-57,-54,-63,-60
83.7,C,-55,-63,-53,-58,-68,-63,-61,-69,-57,-53,-69,-57
83.8,C,-56,-66,-54,-55,-65,-64,-67,-70,-55,-58,-67,-57
83.9,C,-58,-65,-55,-56,-65,-66,-62,-67,-58,-56,-69,-59
84.0,C,-59,-63,-59,-57,-65,-66,-61,-67,-55,-57,-65,-57
84.1,C,-60,-66,-54,-57,-66,-65,-64,-68,-58,-56,-67,-57
84.2,C,-61,-64,-55,-57,-69,-64,-67,-64,-59,-59,-67,-58
84.3,C,-60,-66,-56,-55,-68,-66,-63,-67,-56,-59,-69,-55
84.4,C,-60,-62,-58,-56,-70,-66,-66,-66,-54,-54,-67,-58
84.5,C,-60,-63,-57,-56,-67,-68,-67,-70,-60,-56,-67,-60
84.6,C,-56,-62,-57,-59,-67,-68,-65,-69,-57,-58,-68,-54
84.7,C,-56,-65,-53,-55,-69,-65,-62,-65,-54,-56,-63,-56
84.8,C,-60,-65,-57,-56,-68,-65,-66,-65,-54,-59,-65,-58
84.9,C,-60,-63,-53,-59,-70,-69,-64,-65,-54,-56,-63,-55
85.0,C,-59,-64,-58,-57,-65,-68,-65,-69,-55,-54,-67,-56
85.1,C,-57,-65,-53,-56,-67,-69,-61,-70,-56,-53,-69,-56
85.2,C,-56,-64,-54,-55,-65,-67,-64,-69,-57,-53,-64,-56
85.3,C,-55,-66,-56,-61,-67,-63,-66,-68,-57,-53,-69,-55
85.4,C,-59,-62,-54,-55,-69,-64,-61,-67,-54,-54,-65,-55
85.5,C,-59,-63,-56,-57,-69,-64,-66,-68,-57,-57,-69,-60
85.6,C,-59,-62,-58,-57,-69,-68,-64,-65,-58,-59,-67,-54
85.7,C,-60,-67,-57,-59,-64,-65,-64,-68,-55,-56,-67,-54
85.8,C,-59,-65,-54,-56,-70,-68,-65,-69,-58,-53,-68,-54
85.9,C,-59,-65,-59,-56,-64,-64,-65,-68,-60,-55,-67,-59
86.0,C,-59,-67,-54,-59,-68,-69,-63,-69,-57,-57,-69,-56
86.1,C,-58,-65,-57,-57,-66,-63,-61,-65,-60,-57,-66,-56
86.2,C,-57,-66,-56,-58,-68,-68,-66,-68,-56,-54,-69,-59
86.3,C,-60,-67,-58,-56,-66,-68,-66,-66,-55,-53,-66,-58
86.4,C,-59,-62,-59,-60,-65,-64,-66,-67,-56,-56,-68,-60
86.5,C,-61,-67,-57,-59,-70,-66,-66,-66,-56,-58,-63,-55
86.6,C,-57,-63,-58,-55,-67,-68,-65,-69,-56,-53,-67,-57
86.7,C,-58,-65,-53,-58,-69,-63,-65,-70,-57,-56,-68,-59
86.8,C,-57,-67,-54,-55,-67,-63,-62,-69,-56,-53,-69,-58
86.9,C,-61,-66,-53,-57,-65,-64,-65,-68,-55,-59,-66,-60
87.0,C,-61,-65,-54,-58,-64,-63,-64,-67,-58,-53,-67,-58
87.1,C,-55,-67,-58,-58,-69,-69,-66,-64,-58,-54,-65,-57
87.2,C,-56,-67,-54,-61,-66,-64,-61,-65,-60,-55,-68,-60
87.3,C,-58,-64,-55,-56,-64,-67,-65,-70,-57,-55,-67,-56
87.4,C,-59,-66,-56,-60,-65,-63,-66,-69,-59,-59,-64,-55
87.5,C,-59,-66,-56,-58,-68,-69,-64,-67,-55,-59,-65,-60
87.6,C,-57,-61,-53,-56,-64,-69,-64,-65,-59,-56,-63,-57
87.7,C,-60,-61,-55,-58,-64,-68,-63,-67,-58,-57,-69,-59
87.8,C,-58,-62,-57,-57,-70,-63,-63,-66,-56,-58,-65,-59
87.9,C,-61,-67,-57,-60,-68,-68,-67,-70,-57,-58,-69,-60
88.0,C,-58,-61,-54,-56,-65,-68,-61,-67,-58,-53,-64,-55
88.1,C,-60,-63,-54,-57,-67,-63,-64,-69,-60,-57,-65,-54
88.2,C,-55,-65,-59,-56,-69,-66,-67,-70,-55,-54,-64,-58
88.3,C,-57,-61,-55,-57,-66,-68,-62,-65,-60,-54,-67,-56
88.4,C,-58,-63,-53,-58,-66,-69,-66,-68,-57,-54,-66,-60
88.5,C,-60,-63,-55,-59,-66,-66,-66,-67,-58,-57,-67,-56
88.6,C,-58,-67,-57,-56,-70,-66,-64,-67,-59,-55,-69,-58
88.7,C,-60,-63,-59,-60,-64,-69,-62,-68,-54,-56,-64,-58
88.8,C,-60,-61,-54,-60,-67,-67,-61,-65,-54,-53,-66,-57
88.9,C,-61,-66,-58,-55,-64,-63,-61,-64,-58,-59,-67,-56
89.0,C,-60,-67,-56,-56,-69,-69,-62,-64,-57,-54,-65,-57
89.1,C,-60,-67,-54,-57,-70,-66,-64,-69,-56,-54,-64,-60
89.2,C,-60,-64,-57,-60,-66,-67,-67,-67,-56,-53,-63,-59
89.3,C,-59,-62,-59,-59,-64,-65,-67,-70,-58,-56,-65,-59
89.4,C,-57,-65,-53,-61,-67,-69,-65,-66,-59,-58,-63,-58
89.5,C,-57,-66,-55,-59,-68,-65,-62,-68,-57,-53,-64,-59
89.6,C,-59,-62,-56,-60,-66,-68,-63,-69,-57,-58,-68,-55
89.7,C,-60,-64,-53,-55,-68,-66,-61,-67,-57,-58,-63,-58
89.8,C,-58,-61,-54,-59,-69,-65,-65,-65,-59,-56,-67,-54
89.9,C,-60,-65,-54,-55,-67,-65,-63,-66,-59,-58,-68,-55
